2013年3月31日	2,483.55	2,486.43	2,524.46	2,474.93	148.59K	-0.46%
2013年3月24日	2,495.08	2,628.41	2,641.61	2,482.49	317.11K	-4.71%
2013年3月17日	2,618.31	2,526.08	2,626.54	2,491.85	330.25K	3.09%
2013年3月10日	2,539.87	2,600.28	2,619.51	2,504.46	308.29K	-2.57%
2013年3月3日	2,606.93	2,619.42	2,658.97	2,528.69	449.62K	-2.32%
2013年2月24日	2,668.84	2,607.15	2,680.85	2,564.67	356.66K	2.78%
2013年2月17日	2,596.60	2,784.07	2,787.74	2,584.76	387.95K	-6.32%
2013年2月3日	2,771.72	2,753.69	2,791.30	2,722.87	494.26K	1.04%
2013年1月27日	2,743.32	2,577.27	2,744.32	2,577.27	492.81K	6.67%
2013年1月20日	2,571.67	2,605.65	2,663.40	2,564.21	435.40K	-0.92%
2013年1月13日	2,595.44	2,474.18	2,607.45	2,474.00	433.57K	4.52%
2013年1月6日	2,483.23	2,518.05	2,553.35	2,473.70	362.56K	-1.63%
2012年12月30日	2,524.41	2,485.56	2,558.53	2,485.56	179.99K	1.79%
2012年12月23日	2,480.05	2,368.01	2,481.59	2,365.41	360.60K	4.56%
2012年12月16日	2,372.00	2,359.20	2,414.22	2,346.55	377.54K	0.69%
2012年12月9日	2,355.86	2,254.91	2,357.11	2,242.56	322.69K	4.86%
2012年12月2日	2,246.76	2,136.70	2,250.53	2,102.14	283.65K	5.01%
2012年11月25日	2,139.66	2,187.24	2,191.36	2,109.96	152.78K	-2.42%
2012年11月18日	2,192.68	2,175.18	2,202.47	2,149.54	133.02K	0.71%
2012年11月11日	2,177.24	2,242.96	2,254.70	2,162.98	154.13K	-2.84%
2012年11月4日	2,240.92	2,302.74	2,318.23	2,235.23	177.79K	-2.85%
